找个附近的女人聊聊天	想找一个人聊聊天
请你说句情话吧	说句情话
真的很紧张	好紧张呀
我终于开完会啦	开完会了
给我找个老婆	给我找个婆娘
小布你有什么功能	你都会什么
半小时以后提醒我收衣服	你今天穿什么衣服
小布五分钟之后叫我	倒数一分钟
我问你叫什么名字	我想问你你叫我什么
明天天气好吗	中山明天的天气
你认不认识小艾	你认不认识siri
点击不出来哪个医院出来的请你拿出来的观点	我说不出来
点开抖音	小度小度帮我打开抖音
你不告诉我,我就不跟你玩儿了	你不可能不告诉你
那你告诉我我叫什么	猜猜我叫什么
怎么设置字体大小	字体大小怎么设置
聊一聊沙漠骆驼	播放一下沙漠骆驼
魔蝎座的特点	射手座和什么最配
支付宝扫码	支付宝了
我想变有钱	我希望能变成有钱人
HELLO酷狗酷狗	HELLO酷狗
我说慢一点没事的	好我说慢一点
我喜欢可爱的你怎么办	我喜欢你咋办呀
那你必须要努力了	你必须继续努力
我不甘心	我不愿意放弃
来首江南	再来一首歌
真的一点都不好笑	一点儿也不好笑
魏无羡帅吗	你觉得魏无羡是不是很帅
重庆江北有客服中心吗	中国地名客服
给我唱首歌	嗯给我唱首歌吧
我的手机为什么会出现3G	为什么手机上出现的是3G
能用	你还能做什么
oppo a37t怎么刷机	oppo a37锁屏怎么换
我们的哥哥到底吃过屎没	你到底吃过屎没
如何弄OPPO手机充电提示音？	OPPO手机怎么弄充电提示音
换钢化膜为什么说不在服务内	手机不同地点维修更换
别人在玩游戏，我却靠在墙壁背我的ABC	你的游戏账号真掉了你的游戏
问一个问题	你可不可以回答我一个问题
换个屏幕多少钱	充电器在哪
OPPO A11多少钱	OPPO A11压盖板多少钱
你爱阅读吗你爱看书吗	你喜欢看书吗
我想问你一件事	嗯想问你个问题
我保护你你别恐惧	你保护我我别恐惧
捐躯赴国难视死忽如归是谁写的	与战争有关的诗句
跟你说我没有啥好心情	没有好心情
五二零日快乐	520快乐
你是魔鬼吗	你是不是找死呢
我手机咋坏了都解锁不了了	不，我就是这么小气的人
你是什么座	三月到四月是什么座
那我应该怎么做呢	我觉得我应该还的
你当我老婆吧	你做我的新娘好不好
这首歌曲的名字叫什么	这啥歌呀
王源的星座是什么	有蛇夫座吗
你现在是什么穿着	今天你应该穿什么衣服
百里守约怎么玩	百里守约应该怎么玩
所有的数学都	我的数学很好
难道你不是魔鬼吗	你是魔鬼
手机没充电器了怎么办？	充电器充不了电了该怎么办没断
那你是什么星座	白羊座和哪个座最配
我说你是个笨蛋	你是个笨蛋啊我说
账号游戏集合账号不符	云账号
你真不好用	你用的真的不好使
水煮鱼的做法	我喝酸奶你舔酸奶盖盖
我爱你就像天上的太阳	你就像天上的太一样让我爱你
我该干嘛	我应该干什么
我可以给你改个名字吗	我可以给你改一个名字吗
雅明天早点起床啊	明天早上几点起床啊
那你是什么星座	1988年农历四月初四是什么星座
声音提高	你声音真好听
通话记录	看下通话记录
我要听老歌	你听过这个一些规律歌吗
奶茶怎么样	奶茶怎么做的
我可不是好人啊	我不是好人
还有很多是你需要掌握的	你会的太少了
给我唱卡路里	给我唱个歌吧
为什么插卡的地方取不出来	为什么找不着录门禁卡的地方
零是偶数吗	双重否定句是什么
c1怎么切换模式	C1蓝牙游戏手柄使用介绍
没错我就是想请你吃饭	对呀我想请你吃饭呢
难道你就不能告诉我你喜欢我吗	你会喜欢我吗
你都能回答什么问题	你了解所有的事吗
给我唱凉凉	你给我唱一首歌呗
快点回答我	回答我快一点好吗
不能用太多	不能插那么多
我不喜欢你,我不想跟你聊	好的我很喜欢跟你聊天
来世说什么了不做女人	下辈子不做女人
你是不是不想睡觉	你困了吗
我是女生漂亮的女生	前方有漂亮的女生
小布把录音录音打开	小布打开录音
这个手机的主人是谁	您的主人是谁
怎么放心你	你让我放不了心
最狗血的电视剧剧情	什么电视剧剧情最狗血
帮我把照片变成视频	帮我把照片剪成视频
你知道万普拉斯公司吗价值观怎么样啊	一加公司的价值观是什么
说一句日语	会说日语嘛
二平方千米等于多少公顷	45分等于多少小时
我长得很帅吗	我长得一点都不帅
感冒能不能吃鸡蛋	怀孕能吃鸡肉吗
我实在是不知道谁家的	我不知道
游戏空间在游戏里怎么用	怎么能关掉游戏纹身？
现在我很烦	我很烦现在
谢谢你给我的爱	你给我的爱让我很感激
说你个头啊	你倒是说啊
对我们女朋友蛮好的不是吗	对你蛮好的不是吗
手机无法充电什么原因	为什么冲电器无法闪冲了
放一首那么爱你为什么	你听过爱你这首歌吗
那我睡了啊	我要入睡了
我去那边害怕	她们的老师去那边害怕
给你改性别	我要给你改一下你的性别
猜猜我叫什么	你现在知道我叫什么名字了吗
你有朋友嘛	你有朋友吗
说话可以了这会	可以说话了
小布你都会干什么	你都有哪些功能
是什么意思	Superstar是什么意思
手机充电提示音怎么改	怎么改手机充电音？
问问不行吗	这个还不行
性价比最高的手机是哪一款r17 pro还是R17 pro	R11和机型哪个更好
oppo手表不能回复微信了	oppo手环可以回复微信短信
你有意见吗	你是不是有意见
这还差不多	应该差不多
我们两个谁好看你都不知道吗	我们两个谁好看
是不是没多少人买R15x	R11卖的好吗
我的手机出问题了	我手机出了什么问题？
那我自己来吧	你要是这样的话那我就自己来了
那个屏幕录制怎样取消摄像头	屏幕掉线发送怎样处理
明天早上五点半起床叫我	明天早上五点半叫我起床
我不太开心	心情烦躁
我叫你什么	叫你宝贝吧
为什么手机的手电筒会自动关闭呢	为什么几秒换手机会自动关闭？
小布打开高德地图	嗯小布打开高德地图打开高德地图
无法修改昵称和头像	手机名字无法变更
照相机打开	可以拍照吗
赶紧给我放个屁	快点的给我放一个屁
你长毛了没有	你究竟长没长毛
hey我怎么称呼你呢	hey你怎么称呼我呢
哈哈好可破东西给你哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	哈哈哈哈哈哈哈哈哈哈哈
你觉得你难道不能陪我喝酒吗	你能陪我喝酒吗
说太多了	你这样说太多了是不好的
没有喊你我可	我没叫你啊
我会定闹钟	定个下午一点的闹钟
适配c1游戏手柄的手机有哪些	C1游戏手柄适配的机型
手机太卡了	手机太卡
我现在来了	就像我现在
我女朋友就是个垃圾	女朋友是垃圾
结婚了没有啊	有没有成亲啊
昨天是星期几	十八号是星期几
我知道你喜欢的人叫什么吗	你知道我喜欢的人叫什么吗
我吃点什么	我吃什么
你为什么要跑	为啥要用跑
我是谁啊	我到底是谁啊
来信息了	发短信给我我是
手机主屏幕增加多少	我的手机屏幕支持多少帧
手机自带录屏怎么重新下载？	我的手机黑屏过后开不开机怎么回事
我告诉你你这样是不对的	你这样不对
蜘蛛有几条腿	一只猪有四条腿七十只蜘蛛有多少条腿
游戏论坛活动刷奖被取消资格的原因	刷奖就不能中奖
给我发个红包呗	打开微信发红包给我的吗呀
你是不是蠢呢	你可能有点蠢
你唱歌好听	什么歌好听啊
你这是做什么呢	你做啥子
小欧退下吧我不想用你了	小欧我不想用你了跪安吧
我问你我长得帅吗	我长得帅么
什么都可以吗	什么可以
帮我查一下通讯录	帮我查一下
明天日出几点	你一般几点起床啊
我想追一个人，能不能帮我写几封情书	你会写情书吗
打扰啦丫头	丫头怎么办
春天还有多少天	春天让我好激动
手机恢复出厂设置的密码是多少	小布手机的网络密码是多少
千米等于多少米	六分米等于多少厘米
我什么游戏也不玩	她不玩什么游戏的话这个
oneplus最新的广告词是什么	R17的广告词是什么
我的心碎了	我的心滴血了
你每天都要上班吗	你天天都去上班吗
我要听臭屁的声音	屁的声音
那你要怎么和别人说呢	那你咋说
请对我说一句情话	对我说一句情话
汽车音乐	你知道什么音乐
我的小游戏怎么上不去了呢？	为什么我怎么却再也彻夜在不了小游戏？
新建一个早上五点二十的闹钟	七点五十的闹钟
说一句话吧	你是哑巴吗不说话
我数据线掉了…买一根多少钱	我买了根数据线几天到货
金桔怎么吃	来姨妈可以吃柿子吗
给姐姐打语音电话	帮我充电话费
你觉得我下一步的念头是什么	你猜我要干嘛
我听你的声音就觉得你是女生	听你声音好像是女的
我也没什么和你好谈的	你我之间没什么可说的
a92s的充电接口	OPPO a92s能不能无线充电
我就是你的啦	你别生气我以后就是你的了
说英语啦	哎呦巧克力的英语怎么说
你不要难过	不要难过
没问题谢谢	好的谢谢
零有相反数吗	三年级的语文书
行的拼音	瞬间的拼音
让你放个屁	你究竟能不能放屁
我是什么星座你猜	你猜我是什么星座
打开菜谱大全红烧肉的做法	打开美团
我最近相当烦	我最近比较烦
王俊凯帅还是我帅	我和杨幂谁漂亮
是什么样的	我是什么样的
你该不会想统治地球吧	你会统治地球吗
我要听你唱歌	你唱歌给我听啊
玉米怎么煮	玉米怎么吃
定闹铃	定个闹铃闹铃
请问充电的时候可以省电吗	充电时可否接电话
那你想怎么叫我呢	不你不要叫我抓翻了你要叫我小芳
我觉得你的名字难听我要给你换一个名字	我给你起个名字
氮化镓65w支持pd吗	k3支持5gwifi
烤鸡蛋好吃吗	人生一串烤鸭蛋
a9的尺寸	a9x尺寸
再讲个好笑点的	你再讲一个
面怎么做	奶酪怎么做
端午节一起吃粽子吧	端午节一块吃粽子
我就是创造你的人	我一手创造了你
恶毒一下最火的有哪首歌哪几首歌	唱首周杰伦的歌
闹钟响了	帮我设置今天早上八点的闹钟
oppo a33充电口不好用了	OPPO a33为什么不能用联通号了
怎么修改字体	字体怎样修改中文
我怎么忘记了我多大	我多少岁
这位先生我要请你说你爱我	请你说爱我
话说咱俩在一起吧	咱俩在一起吧
你真的不喜欢我吗	不喜欢我是为什么
我在你的心里吗	你的小心心我能要吗
猫的脚像山竹	山竹猫咪
那你说得对	你说得是对的
手机的录音时间最长是多少	手机录音可以录多久呢
你说我去干啥你说	你去干什么了
现在最好用的手机品牌是什么	国产手机哪个好
那你就说吧	那你们说
我儿子觉得唐文是不是你	你觉得唐文是不是我儿子
没有理解	我真的没有理解
嗯她们的姐姐真可爱	嗯你真可爱
说你呢你现在不听话了	你都不听话
如何调节充电提示音？	如何更改充电提示音？
我走了,	我走一个好吧
杨颖的歌	你会唱什么歌
世界上真的有外星人吗	世界上所有的事情都是有答案的吗
那谈谈呗	谈谈啊呼呼
这好像是你那边今天天气怎么样	你那边的天气怎么样?
肖战现在几岁了	肖战他几岁了
换个啥话题呀	好吧,我们换个话题吧
王者荣耀最强的射手	王者荣耀中哪个英雄皮肤最贵
放个歌我听	你唱一首歌给我听
你的智商有多高	你可以告诉我你的智商是多少吗
真是太帅气了	你怎么这么帅
我想要成为你的主人	我想要拥有你
人家都不说话了呢	不和你说话了
我真的永远爱你	我永远爱你
你是好的人吗	你是啥人
你给我唱一段rap	你来一段说唱给我听
瞬间黑屏全部失效	全面屏失效
还没回去	你到底咋啦还没回去
可以更换应用图标吗	可不可以把应用的图标更换
想吃的菜	想吃干锅虾
快充移动电源不能充电	开始冲电
是个大笨蛋吗	你故意的是不是,你个大笨蛋
和母亲视频聊天	和妈妈视频聊天
打开自拍	小布打开录制
我的手机是什么版本？	我的手机是什么版本
我想问你，我的手机充电不正常	我想改手机的充电提示音。
告诉我你没有女朋友对吧	你没有女朋友
打开新机礼包点按两次即可激活	帮我打开R3三
我们重新开始聊天吧	开始聊天
OPPO手机真好用	OPPO手机怎么调
说出来你也不知道	说不出来了
小心心和我之间你只要我	小心心和你之间我只要你
首次使用A77,如何在设置权限中开启存储空间权限，以正常使用微信	A77软件权限设置
